epoch,rmse,loss
1,0.7898040157779196,0.7898040413856506
2,0.7788385176216357,0.7788385152816772
3,0.7657929839531377,0.765792965888977
4,0.806797594218055,0.8067976236343384
5,0.36475567377421797,0.36475566029548645
6,0.3668656866590877,0.36686569452285767
7,0.36811761537797133,0.3681176006793976
8,0.1493076618795145,0.14930766820907593
9,0.36841463420859233,0.36841464042663574
10,0.14929409446702122,0.14929409325122833
11,0.14929185494567102,0.14929185807704926
12,0.32698752018390254,0.32698753476142883
13,0.7083820905921235,0.7083820700645447
14,0.25451862142296533,0.25451862812042236
15,0.25421519923529295,0.25421521067619324
16,0.25516809743180685,0.2551681101322174
17,0.2549980458483898,0.2549980580806732
18,0.2548326026307461,0.25483259558677673
19,0.2546532426507435,0.2546532452106476
20,0.25446210318898577,0.2544620931148529
21,0.21900950094085256,0.21900950372219086
22,0.2685980467039339,0.2685980498790741
23,0.2182962531092597,0.21829625964164734
24,0.21804453137463028,0.21804453432559967
25,0.217765542815251,0.21776553988456726
26,0.21750776910060374,0.2175077646970749
27,0.21726089513541608,0.21726089715957642
28,0.21701218678548667,0.2170121818780899
29,0.21676213613334075,0.21676214039325714
30,0.25268616607147865,0.25268617272377014
31,0.21610796646498703,0.21610796451568604
32,0.21588696447415018,0.21588696539402008
33,0.21566656513693228,0.21566656231880188
34,0.21545457704832005,0.2154545783996582
35,0.21523923020330116,0.21523922681808472
36,0.2150137921971719,0.215013787150383
37,0.25817373284484857,0.25817373394966125
38,0.2145038690618217,0.21450386941432953
39,0.2143059849375952,0.21430598199367523
40,0.2141042988753151,0.2141042947769165
41,0.21392682955256997,0.21392683684825897
42,0.21374727833002255,0.2137472778558731
43,0.21355360373805868,0.21355360746383667
44,0.21336798563580928,0.2133679836988449
45,0.21319971482347755,0.21319971978664398
46,0.25586493682640193,0.2558649480342865
47,0.2127486289100082,0.21274863183498383
48,0.21256304394754175,0.21256303787231445
49,0.21239855532720608,0.21239855885505676
50,0.21223782712213698,0.21223782002925873
