epoch,loss
336,0.09322911233901396
337,0.09321138922439565
338,0.0932134671789906
339,0.09321352350115207
340,0.09319746923900663
341,0.0932009226824741
342,0.09319498715879009
343,0.09317893095686598
344,0.09318140688618733
345,0.09315796603729863
346,0.09315186770802379
347,0.09315542495855506
348,0.09313928600265903
349,0.0931388517841068
350,0.09313870714681101
351,0.09311659031239249
352,0.09313594603724273
353,0.09312806618318507
354,0.0931070809054705
355,0.09311642393602024
356,0.09311998029804223
357,0.09308971329372416
358,0.0930873948482419
359,0.09308491564140291
360,0.09306843079891589
361,0.09307097474481148
362,0.09308039210225039
363,0.09305529145308487
364,0.09306411966128388
365,0.09306393206987246
366,0.09303652957875859
367,0.09304614711585617
368,0.09305084391602947
369,0.0930282037655262
370,0.09301869759933175
371,0.09301992067822651
372,0.09301646353834539
373,0.09300649292211904
374,0.09300970638061465
375,0.0930021616796823
376,0.09298862792734622
377,0.09299194367343244
378,0.09299404801329417
379,0.09297803691994432
380,0.09298138659688553
381,0.09299290430454084
382,0.09297051404859306
383,0.09296015607726674
384,0.09297063721929864
385,0.09294983099544946
386,0.09295836121308382
387,0.09295510118519594
388,0.0929413254715996
389,0.09294809926866521
390,0.09294385449895132
391,0.09293545035755199
392,0.0929441359463329
393,0.09294200676556065
394,0.09291540296818712
395,0.09291862846968243
396,0.09292247186649608
397,0.09290278469950161
398,0.09291012131894415
399,0.09292156736412255
400,0.09290115233941688
401,0.09289730998863875
402,0.09289996558516907
403,0.09288625642110183
404,0.09288925000805212
405,0.09287219489047814
406,0.09288641069895268
407,0.09287232130105945
408,0.09287406407953432
409,0.0928710023355015
410,0.09285659349392823
411,0.09285947004629462
412,0.09286465012168871
413,0.09284698504917274
414,0.09286243995507727
415,0.09284081041558948
416,0.0928492640959904
417,0.09283649068821585
418,0.092833861681544
419,0.0928434411007174
420,0.09282309224682507
421,0.09284235114593496
422,0.09283633880929114
423,0.09281871677217847
424,0.09281378824556268
425,0.09282284474290428
426,0.09281737846746624
427,0.0927987096823261
428,0.09281656718108931
429,0.09281953497112994
430,0.0928261876015302
431,0.0928109192430116
432,0.09279178568919065
433,0.092798954712213
434,0.0928090078252306
435,0.09279346521463591
436,0.09280518568661388
437,0.09279711267304985
438,0.0927910860053949
439,0.09278017006976326
440,0.0927736956343667
441,0.0927857654363914
442,0.09278500660335941
443,0.09277473516228571
444,0.09277595951110527
445,0.09278369520841397
446,0.09277953228745615
447,0.09276272152419172
448,0.09276558066048537
449,0.09275726714281861
450,0.09276476926375168
451,0.09274121620221593
452,0.09276007719292334
453,0.09275670642985222
454,0.09276783662023354
455,0.09276341609891332
456,0.09275092576033822
457,0.09275273950078336
458,0.0927504436896341
459,0.09273826789448959
460,0.09273923433031733
461,0.09274519238430731
462,0.09274042563681671
463,0.09273011156389059
464,0.09274833157197862
465,0.09274935771729445
466,0.09272628482496743
467,0.09272008166172796
468,0.09273988890026356
469,0.0927393848049887
470,0.09273806892009111
471,0.09272493858187199
472,0.09273145679223704
473,0.09272781774856358
474,0.0927406931032122
475,0.09272098398601589
476,0.0927147090693478
477,0.09272148373129294
478,0.09273675255229558
479,0.0927326717605827
480,0.09271483236216597
481,0.09272261457177694
482,0.09273344169248728
483,0.09274038833837404
484,0.09270313378525522
485,0.09272403961909131
486,0.09272231639575382
487,0.09272958981984035
488,0.09272174128305419
489,0.09273049484106675
490,0.09273000860423079
491,0.09273020352672955
492,0.09270838585263172
493,0.09274129032822344
494,0.09273392547559052
495,0.09270937699705065
496,0.09270844606175964
497,0.09272778085362696
498,0.09273186109139694
499,0.09272634195531647
500,0.09271606044689847
