epoch,rmse,loss
1,0.25563209572809287,0.25563210248947144
2,0.22872350480679918,0.22872351109981537
3,0.25483529243491676,0.2548352777957916
4,0.14960424623587754,0.14960424602031708
5,0.25368020192334656,0.25368019938468933
6,0.1506548579091749,0.1506548523902893
7,0.15065347935499335,0.15065348148345947
8,0.2528172099284187,0.25281721353530884
9,0.2519391078154794,0.2519391179084778
10,0.2514665918382049,0.2514666020870209
11,0.2211053609326636,0.22110536694526672
12,0.2506093110194393,0.25060930848121643
13,0.2500449974572631,0.2500450015068054
14,0.24972577999952483,0.24972577393054962
15,0.24942368150532526,0.24942368268966675
16,0.24922212640274888,0.24922212958335876
17,0.149889538494488,0.14988954365253448
18,0.1498880907669813,0.1498880833387375
19,0.14988583526665106,0.14988583326339722
20,0.14988581662601105,0.14988581836223602
21,0.1498839711911747,0.14988397061824799
22,0.1498826166151177,0.14988261461257935
23,0.1498822065116954,0.1498822122812271
24,0.1498801870466574,0.14988018572330475
25,0.1496842254368103,0.14968422055244446
26,0.24943233653062277,0.24943234026432037
27,0.24927150114224786,0.24927149713039398
28,0.24930910666837228,0.24930910766124725
29,0.24932258439916802,0.2493225783109665
30,0.24920747725484232,0.2492074817419052
31,0.24926508977920192,0.24926508963108063
32,0.24921389757413034,0.24921390414237976
33,0.2492323354527968,0.24923233687877655
34,0.2315693454528551,0.2315693497657776
35,0.2500567967747237,0.25005680322647095
36,0.24991804508137766,0.24991804361343384
37,0.24977985762732197,0.2497798502445221
38,0.2497822961025317,0.24978229403495789
39,0.24980950548478317,0.24980950355529785
40,0.24981618620629714,0.2498161792755127
41,0.24983525063119597,0.24983525276184082
42,0.24970818416014523,0.24970819056034088
43,0.42350987382455507,0.4235098659992218
44,0.3256113752966973,0.3256113827228546
45,0.32193097164930967,0.32193097472190857
46,0.318832735936409,0.31883272528648376
47,0.3153047816274212,0.31530478596687317
48,0.2746517197585488,0.2746517062187195
49,0.2741872997670152,0.274187296628952
50,0.3249111595138778,0.3249111473560333
51,0.31597430568515866,0.31597429513931274
52,0.36897284110718576,0.3689728379249573
53,0.2913646652986022,0.2913646697998047
54,0.29075304768851845,0.290753036737442
55,0.2901941007084847,0.2901940941810608
56,0.15256608120505935,0.1525660753250122
57,0.15256497630680754,0.15256497263908386
58,0.15256445132472346,0.15256445109844208
59,0.15256317548864054,0.1525631695985794
60,0.15256256503698018,0.15256255865097046
61,0.15256176534160928,0.15256176888942719
62,0.1525608252363472,0.15256083011627197
63,0.15255995227627378,0.15255995094776154
64,0.1525592380324983,0.15255923569202423
65,0.3129457751376706,0.31294578313827515
66,0.24266923400520565,0.2426692396402359
67,0.2427502523631111,0.24275025725364685
68,0.24285566544008252,0.24285566806793213
69,0.2430131206291432,0.24301311373710632
70,0.24315948175612118,0.2431594878435135
71,0.24325654749080883,0.2432565540075302
72,0.2433402637184439,0.24334026873111725
73,0.3077835238803911,0.3077835142612457
74,0.2551648271547518,0.25516483187675476
75,0.26267877689774755,0.26267877221107483
76,0.261572213214743,0.2615722119808197
77,0.2605824070255157,0.26058241724967957
78,0.2474195477346393,0.2474195510149002
79,0.25875864389973063,0.25875863432884216
80,0.2579074020267569,0.2579073905944824
81,0.2571053777782144,0.25710538029670715
82,0.22302548427860605,0.22302548587322235
83,0.2559645487566655,0.2559645473957062
84,0.25522781641543324,0.25522780418395996
85,0.25447931908535126,0.254479318857193
86,0.253805257812746,0.2538052499294281
87,0.25311090171076117,0.2531109154224396
88,0.2525040421540049,0.25250405073165894
89,0.25184944148578253,0.2518494427204132
90,0.25127203503105144,0.2512720227241516
91,0.22470383523709825,0.2247038334608078
92,0.23725704609695217,0.23725704848766327
93,0.2367610119400643,0.23676101863384247
94,0.15306619979768543,0.15306620299816132
95,0.15306559135217174,0.15306559205055237
96,0.15306418583378856,0.15306419134140015
97,0.1530619832205781,0.15306198596954346
98,0.15306248824242966,0.15306249260902405
99,0.15306156338186683,0.15306156873703003
100,0.15306139301220625,0.1530613899230957
