epoch,mse,rmse,loss,lr
1,0.0006507397629320621,0.025509601387165227,0.025509601458907127,0.01
2,0.0006477030110545456,0.025450010040362375,0.02545000985264778,0.01
3,0.07146001607179642,0.2673200629803091,0.26732006669044495,0.01
4,0.06366289407014847,0.2523150690508763,0.25231507420539856,0.01
5,0.0426611453294754,0.20654574633595194,0.20654574036598206,0.01
6,0.038561634719371796,0.19637116570253332,0.1963711678981781,0.01
7,0.09355951100587845,0.30587499244933125,0.3058750033378601,0.01
8,0.0804724469780922,0.28367665920567414,0.2836766541004181,0.01
9,0.03912618011236191,0.1978033875148803,0.19780339300632477,0.01
10,0.039313577115535736,0.1982765168030136,0.19827651977539062,0.01
11,0.03099597431719303,0.17605673607446273,0.17605674266815186,0.01
12,0.021220054477453232,0.14567104886508242,0.1456710547208786,0.01
13,0.02771695889532566,0.1664841100385429,0.16648410260677338,0.01
14,0.08318427950143814,0.28841685023839736,0.28841686248779297,0.01
15,0.09482842683792114,0.30794224594543884,0.3079422414302826,0.01
16,0.07656905800104141,0.2767111454225171,0.2767111361026764,0.01
17,0.0676979273557663,0.26018825368522364,0.2601882517337799,0.01
18,0.06682828068733215,0.25851166450922897,0.25851166248321533,0.01
19,0.1410168558359146,0.37552211098138366,0.37552210688591003,0.01
20,0.121776282787323,0.348964586723815,0.3489645719528198,0.01
21,0.1455836147069931,0.38155420939493395,0.3815542161464691,0.01
22,0.05421768128871918,0.23284690525905466,0.23284690082073212,0.01
23,0.069525346159935,0.26367659387957626,0.26367658376693726,0.01
24,0.03000572696328163,0.17322161228692462,0.173221617937088,0.01
25,0.045837607234716415,0.21409719109487732,0.21409718692302704,0.01
26,0.033839646726846695,0.18395555639025069,0.18395555019378662,0.01
27,0.2515701353549957,0.5015676777414946,0.5015676617622375,0.01
28,0.39435261487960815,0.627975011349662,0.6279749870300293,0.01
29,0.40465813875198364,0.6361274548013028,0.6361274719238281,0.01
30,0.47036728262901306,0.6858332761167345,0.6858332753181458,0.01
31,0.6701700091362,0.8186391202087767,0.8186390995979309,0.01
32,0.3784620761871338,0.6151927146733239,0.615192711353302,0.01
33,0.2576553225517273,0.5075975990405464,0.5075976252555847,0.01
34,0.02818230912089348,0.16787587414781635,0.16787587106227875,0.01
35,0.043252091854810715,0.20797137268097912,0.20797137916088104,0.01
36,0.05116996914148331,0.22620780079715047,0.22620780766010284,0.01
37,0.06605958193540573,0.25702058659843907,0.25702059268951416,0.01
38,0.05548182502388954,0.23554580239072304,0.2355457991361618,0.01
39,0.04385292902588844,0.20941090951974886,0.2094109058380127,0.01
40,0.0415978766977787,0.20395557530447336,0.20395557582378387,0.01
41,0.039781004190444946,0.19945175905578008,0.1994517594575882,0.01
42,0.06258615851402283,0.2501722576826272,0.2501722574234009,0.01
43,0.06322578340768814,0.2514473770149296,0.2514473795890808,0.01
44,0.06225394085049629,0.24950739638434827,0.24950739741325378,0.01
45,0.06309186667203903,0.25118094408620856,0.2511809468269348,0.01
46,0.06511568278074265,0.25517774742469734,0.25517773628234863,0.01
47,0.06523740291595459,0.25541613675716457,0.2554161250591278,0.01
48,0.0646151527762413,0.25419510769533177,0.25419509410858154,0.01
49,0.06317812204360962,0.25135258511423675,0.25135257840156555,0.01
50,0.06421875208616257,0.2534141907750286,0.25341418385505676,0.01
51,0.06380566954612732,0.2525978415310141,0.252597838640213,0.01
52,0.06284172832965851,0.25068252497862414,0.250682532787323,0.01
53,0.061735257506370544,0.2484658075196073,0.24846580624580383,0.01
54,0.06143781542778015,0.2478665274452768,0.24786652624607086,0.01
55,0.11858201771974564,0.3443573982358236,0.3443574011325836,0.01
56,0.11855654418468475,0.3443204091898776,0.3443204164505005,0.01
57,0.06591776758432388,0.25674455706854604,0.2567445635795593,0.01
58,0.06743817031383514,0.2596886025874743,0.2596886157989502,0.01
59,0.11854682117700577,0.3443062897726467,0.3443062901496887,0.01
60,0.06474406272172928,0.2544485463148282,0.2544485330581665,0.01
61,0.06524033099412918,0.25542186866854055,0.25542187690734863,0.01
62,0.12228649854660034,0.34969486491311297,0.3496948778629303,0.01
63,0.12071023136377335,0.3474337798254127,0.34743377566337585,0.01
64,0.11758916079998016,0.34291275975090246,0.3429127633571625,0.01
65,0.1152287945151329,0.33945367064613235,0.33945366740226746,0.01
66,0.11662136018276215,0.3414986971904317,0.3414987027645111,0.01
67,0.053467921912670135,0.23123131689429557,0.23123131692409515,0.01
