experiment_id,preset_name,split,test_size,random_state,learning_rate,epoch,accuracy,precision_malignant,recall_malignant,f1_malignant,macro_f1,weighted_f1,train_samples,test_samples,train_features
126,RUN_2,split 70/30,0.3,10,0.05,75,0.833333,0.943396,0.714286,0.813008,0.831341,0.831075,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
127,RUN_2,split 70/30,0.3,10,0.05,100,0.782609,0.934783,0.614286,0.741379,0.77694,0.776424,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
128,RUN_2,split 70/30,0.3,10,0.001,25,0.492754,0.0,0.0,0.0,0.330097,0.325313,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
129,RUN_2,split 70/30,0.3,10,0.001,50,0.521739,1.0,0.057143,0.108108,0.390688,0.386592,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
130,RUN_2,split 70/30,0.3,10,0.001,75,0.521739,1.0,0.057143,0.108108,0.390688,0.386592,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
131,RUN_2,split 70/30,0.3,10,0.001,100,0.521739,1.0,0.057143,0.108108,0.390688,0.386592,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
132,RUN_3,split 60/40,0.4,10,0.01,25,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
133,RUN_3,split 60/40,0.4,10,0.01,50,0.89071,0.884211,0.903226,0.893617,0.890629,0.890678,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
134,RUN_3,split 60/40,0.4,10,0.01,75,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
135,RUN_3,split 60/40,0.4,10,0.01,100,0.89071,0.884211,0.903226,0.893617,0.890629,0.890678,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
136,RUN_3,split 60/40,0.4,10,0.05,25,0.84153,0.984848,0.698925,0.81761,0.838757,0.83841,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
137,RUN_3,split 60/40,0.4,10,0.05,50,0.89071,0.884211,0.903226,0.893617,0.890629,0.890678,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
138,RUN_3,split 60/40,0.4,10,0.05,75,0.84153,0.984848,0.698925,0.81761,0.838757,0.83841,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
139,RUN_3,split 60/40,0.4,10,0.05,100,0.89071,0.884211,0.903226,0.893617,0.890629,0.890678,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
140,RUN_3,split 60/40,0.4,10,0.001,25,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
141,RUN_3,split 60/40,0.4,10,0.001,50,0.885246,0.882979,0.892473,0.887701,0.885191,0.885232,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
142,RUN_3,split 60/40,0.4,10,0.001,75,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
143,RUN_3,split 60/40,0.4,10,0.001,100,0.89071,0.884211,0.903226,0.893617,0.890629,0.890678,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
144,RUN_1,split 80/20,0.2,99,0.01,25,0.945652,0.92,0.978723,0.948454,0.945491,0.945556,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
145,RUN_1,split 80/20,0.2,99,0.01,50,0.51087,1.0,0.042553,0.081633,0.37415,0.367791,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
146,RUN_1,split 80/20,0.2,99,0.01,75,0.945652,0.92,0.978723,0.948454,0.945491,0.945556,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
147,RUN_1,split 80/20,0.2,99,0.01,100,0.826087,1.0,0.659574,0.794872,0.821964,0.821375,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
148,RUN_1,split 80/20,0.2,99,0.05,25,0.945652,0.92,0.978723,0.948454,0.945491,0.945556,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
149,RUN_1,split 80/20,0.2,99,0.05,50,0.815217,0.857143,0.765957,0.808989,0.815021,0.81489,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
150,RUN_1,split 80/20,0.2,99,0.05,75,0.945652,0.92,0.978723,0.948454,0.945491,0.945556,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
151,RUN_1,split 80/20,0.2,99,0.05,100,0.858696,0.947368,0.765957,0.847059,0.857873,0.857638,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
152,RUN_1,split 80/20,0.2,99,0.001,25,0.945652,0.92,0.978723,0.948454,0.945491,0.945556,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
153,RUN_1,split 80/20,0.2,99,0.001,50,0.51087,1.0,0.042553,0.081633,0.37415,0.367791,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
154,RUN_1,split 80/20,0.2,99,0.001,75,0.945652,0.92,0.978723,0.948454,0.945491,0.945556,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
155,RUN_1,split 80/20,0.2,99,0.001,100,0.51087,1.0,0.042553,0.081633,0.37415,0.367791,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
156,RUN_2,split 70/30,0.3,99,0.01,25,0.949275,0.943662,0.957143,0.950355,0.949251,0.949267,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
157,RUN_2,split 70/30,0.3,99,0.01,50,0.949275,0.943662,0.957143,0.950355,0.949251,0.949267,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
158,RUN_2,split 70/30,0.3,99,0.01,75,0.478261,0.486111,0.5,0.492958,0.477822,0.478042,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
159,RUN_2,split 70/30,0.3,99,0.01,100,0.492754,0.0,0.0,0.0,0.330097,0.325313,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
160,RUN_2,split 70/30,0.3,99,0.05,25,0.949275,0.943662,0.957143,0.950355,0.949251,0.949267,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
161,RUN_2,split 70/30,0.3,99,0.05,50,0.666667,0.833333,0.428571,0.566038,0.647725,0.646541,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
162,RUN_2,split 70/30,0.3,99,0.05,75,0.717391,1.0,0.442857,0.613861,0.695502,0.694319,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
163,RUN_2,split 70/30,0.3,99,0.05,100,0.811594,0.958333,0.657143,0.779661,0.807552,0.807148,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
164,RUN_2,split 70/30,0.3,99,0.001,25,0.514493,0.8,0.057143,0.106667,0.386667,0.382609,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
165,RUN_2,split 70/30,0.3,99,0.001,50,0.492754,0.0,0.0,0.0,0.330097,0.325313,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
166,RUN_2,split 70/30,0.3,99,0.001,75,0.492754,0.0,0.0,0.0,0.330097,0.325313,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
167,RUN_2,split 70/30,0.3,99,0.001,100,0.492754,0.0,0.0,0.0,0.330097,0.325313,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
168,RUN_3,split 60/40,0.4,99,0.01,25,0.497268,0.571429,0.043011,0.08,0.367068,0.362362,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
169,RUN_3,split 60/40,0.4,99,0.01,50,0.934426,0.917526,0.956989,0.936842,0.93433,0.934371,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
170,RUN_3,split 60/40,0.4,99,0.01,75,0.530055,0.769231,0.107527,0.188679,0.428955,0.425016,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
171,RUN_3,split 60/40,0.4,99,0.01,100,0.934426,0.917526,0.956989,0.936842,0.93433,0.934371,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
172,RUN_3,split 60/40,0.4,99,0.05,25,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
173,RUN_3,split 60/40,0.4,99,0.05,50,0.934426,0.917526,0.956989,0.936842,0.93433,0.934371,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
174,RUN_3,split 60/40,0.4,99,0.05,75,0.68306,0.807018,0.494624,0.613333,0.672407,0.671439,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
175,RUN_3,split 60/40,0.4,99,0.05,100,0.934426,0.917526,0.956989,0.936842,0.93433,0.934371,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
176,RUN_3,split 60/40,0.4,99,0.001,25,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
177,RUN_3,split 60/40,0.4,99,0.001,50,0.928962,0.916667,0.946237,0.931217,0.928885,0.928924,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
178,RUN_3,split 60/40,0.4,99,0.001,75,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
179,RUN_3,split 60/40,0.4,99,0.001,100,0.934426,0.917526,0.956989,0.936842,0.93433,0.934371,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
