experiment_id,preset_name,split,test_size,random_state,learning_rate,epoch,accuracy,precision_malignant,recall_malignant,f1_malignant,macro_f1,weighted_f1,train_samples,test_samples,train_features
29,RUN_3,split 60/40,0.4,21,0.05,50,0.84153,0.957143,0.72043,0.822086,0.839614,0.839327,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
30,RUN_3,split 60/40,0.4,21,0.05,75,0.830601,0.942857,0.709677,0.809816,0.828553,0.828246,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
31,RUN_3,split 60/40,0.4,21,0.05,100,0.857923,0.946667,0.763441,0.845238,0.856962,0.85677,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
32,RUN_3,split 60/40,0.4,21,0.001,25,0.530055,0.705882,0.129032,0.218182,0.441122,0.437467,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
33,RUN_3,split 60/40,0.4,21,0.001,50,0.513661,0.666667,0.086022,0.152381,0.405692,0.40154,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
34,RUN_3,split 60/40,0.4,21,0.001,75,0.497268,0.6,0.032258,0.061224,0.35897,0.354089,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
35,RUN_3,split 60/40,0.4,21,0.001,100,0.846995,0.849462,0.849462,0.849462,0.846953,0.846995,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
36,RUN_1,split 80/20,0.2,42,0.01,25,0.5,1.0,0.021277,0.041667,0.351716,0.344975,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
37,RUN_1,split 80/20,0.2,42,0.01,50,0.891304,0.862745,0.93617,0.897959,0.89084,0.890995,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
38,RUN_1,split 80/20,0.2,42,0.01,75,0.76087,0.962963,0.553191,0.702703,0.751351,0.750294,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
39,RUN_1,split 80/20,0.2,42,0.01,100,0.891304,0.862745,0.93617,0.897959,0.89084,0.890995,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
40,RUN_1,split 80/20,0.2,42,0.05,25,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
41,RUN_1,split 80/20,0.2,42,0.05,50,0.891304,0.862745,0.93617,0.897959,0.89084,0.890995,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
42,RUN_1,split 80/20,0.2,42,0.05,75,0.858696,0.947368,0.765957,0.847059,0.857873,0.857638,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
43,RUN_1,split 80/20,0.2,42,0.05,100,0.891304,0.862745,0.93617,0.897959,0.89084,0.890995,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
44,RUN_1,split 80/20,0.2,42,0.001,25,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
45,RUN_1,split 80/20,0.2,42,0.001,50,0.891304,0.862745,0.93617,0.897959,0.89084,0.890995,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
46,RUN_1,split 80/20,0.2,42,0.001,75,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
47,RUN_1,split 80/20,0.2,42,0.001,100,0.891304,0.862745,0.93617,0.897959,0.89084,0.890995,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
48,RUN_2,split 70/30,0.3,42,0.01,25,0.5,0.571429,0.057143,0.103896,0.378581,0.3746,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
49,RUN_2,split 70/30,0.3,42,0.01,50,0.492754,0.5,0.014286,0.027778,0.34232,0.337762,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
50,RUN_2,split 70/30,0.3,42,0.01,75,0.884058,0.875,0.9,0.887324,0.88396,0.884009,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
51,RUN_2,split 70/30,0.3,42,0.01,100,0.572464,0.617021,0.414286,0.495726,0.562329,0.561363,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
52,RUN_2,split 70/30,0.3,42,0.05,25,0.73913,1.0,0.485714,0.653846,0.722272,0.72128,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
53,RUN_2,split 70/30,0.3,42,0.05,50,0.782609,1.0,0.571429,0.727273,0.773275,0.772608,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
54,RUN_2,split 70/30,0.3,42,0.05,75,0.797101,0.977273,0.614286,0.754386,0.790773,0.790246,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
55,RUN_2,split 70/30,0.3,42,0.05,100,0.884058,0.95,0.814286,0.876923,0.883667,0.883569,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
56,RUN_2,split 70/30,0.3,42,0.001,25,0.492754,0.5,0.014286,0.027778,0.34232,0.337762,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
57,RUN_2,split 70/30,0.3,42,0.001,50,0.492754,0.5,0.014286,0.027778,0.34232,0.337762,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
58,RUN_2,split 70/30,0.3,42,0.001,75,0.492754,0.5,0.014286,0.027778,0.34232,0.337762,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
59,RUN_2,split 70/30,0.3,42,0.001,100,0.507246,0.666667,0.057143,0.105263,0.382632,0.378612,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
60,RUN_3,split 60/40,0.4,42,0.01,25,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
61,RUN_3,split 60/40,0.4,42,0.01,50,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
62,RUN_3,split 60/40,0.4,42,0.01,75,0.765027,0.878788,0.623656,0.72956,0.760915,0.760401,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
63,RUN_3,split 60/40,0.4,42,0.01,100,0.819672,0.941176,0.688172,0.795031,0.817028,0.816667,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
64,RUN_3,split 60/40,0.4,42,0.05,25,0.491803,0.0,0.0,0.0,0.32967,0.324266,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
65,RUN_3,split 60/40,0.4,42,0.05,50,0.781421,0.964912,0.591398,0.733333,0.774074,0.773406,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
66,RUN_3,split 60/40,0.4,42,0.05,75,0.901639,0.912088,0.892473,0.902174,0.901636,0.901645,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
67,RUN_3,split 60/40,0.4,42,0.05,100,0.775956,0.964286,0.580645,0.724832,0.767946,0.767239,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
68,RUN_3,split 60/40,0.4,42,0.001,25,0.546448,0.8125,0.139785,0.238532,0.457787,0.454193,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
69,RUN_3,split 60/40,0.4,42,0.001,50,0.502732,0.75,0.032258,0.061856,0.361783,0.356866,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
70,RUN_3,split 60/40,0.4,42,0.001,75,0.502732,0.75,0.032258,0.061856,0.361783,0.356866,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
71,RUN_3,split 60/40,0.4,42,0.001,100,0.907104,0.904255,0.913978,0.909091,0.907059,0.907093,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
72,RUN_1,split 80/20,0.2,7,0.01,25,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
73,RUN_1,split 80/20,0.2,7,0.01,50,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
74,RUN_1,split 80/20,0.2,7,0.01,75,0.793478,0.9375,0.638298,0.759494,0.789271,0.788623,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
75,RUN_1,split 80/20,0.2,7,0.01,100,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
76,RUN_1,split 80/20,0.2,7,0.05,25,0.467391,0.0,0.0,0.0,0.318519,0.311594,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
77,RUN_1,split 80/20,0.2,7,0.05,50,0.597826,0.727273,0.340426,0.463768,0.571014,0.568683,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
78,RUN_1,split 80/20,0.2,7,0.05,75,0.869565,0.948718,0.787234,0.860465,0.869008,0.868822,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
79,RUN_1,split 80/20,0.2,7,0.05,100,0.804348,0.837209,0.765957,0.8,0.804255,0.804163,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
80,RUN_1,split 80/20,0.2,7,0.001,25,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
81,RUN_1,split 80/20,0.2,7,0.001,50,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
82,RUN_1,split 80/20,0.2,7,0.001,75,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
83,RUN_1,split 80/20,0.2,7,0.001,100,0.478261,0.0,0.0,0.0,0.323529,0.316496,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
84,RUN_2,split 70/30,0.3,7,0.01,25,0.5,0.6,0.042857,0.08,0.368358,0.364179,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
85,RUN_2,split 70/30,0.3,7,0.01,50,0.492754,0.5,0.028571,0.054054,0.35376,0.349416,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
86,RUN_2,split 70/30,0.3,7,0.01,75,0.862319,0.892308,0.828571,0.859259,0.862254,0.86221,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
87,RUN_2,split 70/30,0.3,7,0.01,100,0.391304,0.383333,0.328571,0.353846,0.389252,0.388739,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
88,RUN_2,split 70/30,0.3,7,0.05,25,0.681159,0.861111,0.442857,0.584906,0.663041,0.661909,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
89,RUN_2,split 70/30,0.3,7,0.05,50,0.65942,0.848485,0.4,0.543689,0.636007,0.634669,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
90,RUN_2,split 70/30,0.3,7,0.05,75,0.826087,0.942308,0.7,0.803279,0.823717,0.823421,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
91,RUN_2,split 70/30,0.3,7,0.05,100,0.891304,0.910448,0.871429,0.890511,0.891299,0.891287,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
92,RUN_2,split 70/30,0.3,7,0.001,25,0.478261,0.25,0.014286,0.027027,0.335296,0.330828,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
93,RUN_2,split 70/30,0.3,7,0.001,50,0.478261,0.25,0.014286,0.027027,0.335296,0.330828,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
94,RUN_2,split 70/30,0.3,7,0.001,75,0.478261,0.25,0.014286,0.027027,0.335296,0.330828,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
95,RUN_2,split 70/30,0.3,7,0.001,100,0.478261,0.25,0.014286,0.027027,0.335296,0.330828,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
96,RUN_3,split 60/40,0.4,7,0.01,25,0.491803,0.5,0.021505,0.041237,0.347756,0.342731,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
97,RUN_3,split 60/40,0.4,7,0.01,50,0.737705,0.881356,0.55914,0.684211,0.729956,0.729206,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
98,RUN_3,split 60/40,0.4,7,0.01,75,0.912568,0.888889,0.946237,0.916667,0.912356,0.912427,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
99,RUN_3,split 60/40,0.4,7,0.01,100,0.737705,0.881356,0.55914,0.684211,0.729956,0.729206,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
100,RUN_3,split 60/40,0.4,7,0.05,25,0.912568,0.888889,0.946237,0.916667,0.912356,0.912427,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
101,RUN_3,split 60/40,0.4,7,0.05,50,0.595628,0.851852,0.247312,0.383333,0.54126,0.538671,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
102,RUN_3,split 60/40,0.4,7,0.05,75,0.912568,0.888889,0.946237,0.916667,0.912356,0.912427,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
103,RUN_3,split 60/40,0.4,7,0.05,100,0.846995,0.957746,0.731183,0.829268,0.845327,0.845064,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
104,RUN_3,split 60/40,0.4,7,0.001,25,0.912568,0.888889,0.946237,0.916667,0.912356,0.912427,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
105,RUN_3,split 60/40,0.4,7,0.001,50,0.491803,0.5,0.021505,0.041237,0.347756,0.342731,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
106,RUN_3,split 60/40,0.4,7,0.001,75,0.491803,0.5,0.021505,0.041237,0.347756,0.342731,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
107,RUN_3,split 60/40,0.4,7,0.001,100,0.901639,0.871287,0.946237,0.907216,0.901283,0.90138,274,183,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
108,RUN_1,split 80/20,0.2,10,0.01,25,0.48913,0.0,0.0,0.0,0.328467,0.321327,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
109,RUN_1,split 80/20,0.2,10,0.01,50,0.826087,0.844444,0.808511,0.826087,0.826087,0.826087,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
110,RUN_1,split 80/20,0.2,10,0.01,75,0.48913,0.0,0.0,0.0,0.328467,0.321327,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
111,RUN_1,split 80/20,0.2,10,0.01,100,0.826087,0.844444,0.808511,0.826087,0.826087,0.826087,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
112,RUN_1,split 80/20,0.2,10,0.05,25,0.51087,1.0,0.042553,0.081633,0.37415,0.367791,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
113,RUN_1,split 80/20,0.2,10,0.05,50,0.826087,0.844444,0.808511,0.826087,0.826087,0.826087,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
114,RUN_1,split 80/20,0.2,10,0.05,75,0.913043,0.953488,0.87234,0.911111,0.913002,0.912961,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
115,RUN_1,split 80/20,0.2,10,0.05,100,0.826087,0.844444,0.808511,0.826087,0.826087,0.826087,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
116,RUN_1,split 80/20,0.2,10,0.001,25,0.48913,0.0,0.0,0.0,0.328467,0.321327,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
117,RUN_1,split 80/20,0.2,10,0.001,50,0.826087,0.844444,0.808511,0.826087,0.826087,0.826087,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
118,RUN_1,split 80/20,0.2,10,0.001,75,0.48913,0.0,0.0,0.0,0.328467,0.321327,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
119,RUN_1,split 80/20,0.2,10,0.001,100,0.826087,0.844444,0.808511,0.826087,0.826087,0.826087,365,92,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
120,RUN_2,split 70/30,0.3,10,0.01,25,0.521739,0.833333,0.071429,0.131579,0.400789,0.396888,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
121,RUN_2,split 70/30,0.3,10,0.01,50,0.681159,0.861111,0.442857,0.584906,0.663041,0.661909,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
122,RUN_2,split 70/30,0.3,10,0.01,75,0.528986,0.857143,0.085714,0.155844,0.414605,0.410855,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
123,RUN_2,split 70/30,0.3,10,0.01,100,0.804348,0.938776,0.657143,0.773109,0.800567,0.800169,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
124,RUN_2,split 70/30,0.3,10,0.05,25,0.898551,0.888889,0.914286,0.901408,0.898465,0.898508,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
125,RUN_2,split 70/30,0.3,10,0.05,50,0.681159,0.964286,0.385714,0.55102,0.651915,0.650452,319,138,"Bare_Nuclei, Uniformity_Cell_Size, Uniformity_Cell_Shape, Normal_Nucleoli"
