epoch,mse,rmse,loss,lr
1,0.36000001430511475,0.6000000119209289,0.6000000238418579,0.01
2,0.3584457039833069,0.598703352239911,0.5987033247947693,0.01
3,0.3568989634513855,0.597410213715321,0.5974102020263672,0.01
4,0.35535985231399536,0.5961206692558104,0.5961206555366516,0.01
5,0.3538283109664917,0.5948346921342867,0.5948346853256226,0.01
6,0.3523043096065521,0.5935522804324419,0.59355229139328,0.01
7,0.3507877588272095,0.5922733818324182,0.5922733545303345,0.01
8,0.3492787182331085,0.590998069568005,0.5909980535507202,0.01
9,0.3477770984172821,0.5897262911023063,0.5897262692451477,0.01
10,0.346282958984375,0.5884581199918776,0.5884581208229065,0.01
11,0.34479615092277527,0.5871934527247177,0.5871934294700623,0.01
12,0.3433167338371277,0.5859323628518293,0.5859323740005493,0.01
13,0.34184467792510986,0.5846748480353074,0.5846748352050781,0.01
14,0.34037989377975464,0.583420854769312,0.5834208726882935,0.01
15,0.3389224112033844,0.5821704314059453,0.5821704268455505,0.01
16,0.33747223019599915,0.5809236009975831,0.5809236168861389,0.01
17,0.3360292911529541,0.5796803353167624,0.579680323600769,0.01
18,0.3345935046672821,0.5784405800661656,0.5784406065940857,0.01
19,0.33316493034362793,0.5772044094977341,0.5772044062614441,0.01
20,0.3317435085773468,0.5759717949494982,0.575971782207489,0.01
21,0.33032920956611633,0.5747427333739126,0.5747427344322205,0.01
22,0.3289220333099365,0.5735172476133011,0.5735172629356384,0.01
23,0.3275219202041626,0.572295308563824,0.5722953081130981,0.01
24,0.32612884044647217,0.5710769128991927,0.5710769295692444,0.01
25,0.32474285364151,0.569862135644675,0.5698621273040771,0.01
26,0.3233638405799866,0.5686508951720612,0.5686509013175964,0.01
27,0.32199180126190186,0.5674432141297505,0.5674431920051575,0.01
28,0.3206266760826111,0.566239062660473,0.566239058971405,0.01
29,0.31926852464675903,0.5650385160736913,0.5650385022163391,0.01
30,0.31791725754737854,0.5638415181124733,0.5638415217399597,0.01
31,0.3165728747844696,0.5626480914252439,0.5626481175422668,0.01
32,0.3152353763580322,0.561458258785132,0.5614582300186157,0.01
33,0.31390464305877686,0.5602719367046478,0.5602719187736511,0.01
34,0.31258079409599304,0.5590892541410477,0.5590892434120178,0.01
35,0.31126368045806885,0.5579101006955053,0.5579100847244263,0.01
36,0.30995333194732666,0.5567345255571337,0.5567345023155212,0.01
37,0.3086497187614441,0.5555625246193664,0.5555624961853027,0.01
38,0.30735281109809875,0.5543940936717299,0.5543940663337708,0.01
39,0.30606257915496826,0.5532292283990139,0.5532292127609253,0.01
40,0.3047790229320526,0.552067951371978,0.5520679354667664,0.01
41,0.30350208282470703,0.5509102311853602,0.550910234451294,0.01
42,0.3022317886352539,0.5497561174150352,0.5497561097145081,0.01
43,0.3009680509567261,0.5486055513360452,0.5486055612564087,0.01
44,0.2997108995914459,0.547458582535196,0.5474585890769958,0.01
45,0.2984602749347687,0.5463151791180332,0.5463151931762695,0.01
46,0.29721617698669434,0.5451753635177349,0.5451753735542297,0.01
47,0.2959785759449005,0.5440391308949206,0.5440391302108765,0.01
48,0.2947474420070648,0.5429064762986944,0.5429064631462097,0.01
49,0.2935227155685425,0.5417773671615883,0.5417773723602295,0.01
50,0.29230448603630066,0.5406519083812621,0.5406519174575806,0.01
51,0.2910926342010498,0.5395300123265153,0.5395300388336182,0.01
52,0.28988710045814514,0.538411645916157,0.5384116172790527,0.01
53,0.28868797421455383,0.537296914391432,0.5372968912124634,0.01
54,0.2874951958656311,0.536185784841067,0.5361858010292053,0.01
55,0.2863086760044098,0.535078196158664,0.5350781679153442,0.01
56,0.28512847423553467,0.5339742261903047,0.5339742302894592,0.01
57,0.28395453095436096,0.5328738414994313,0.5328738689422607,0.01
58,0.2827868163585663,0.531777036321207,0.531777024269104,0.01
59,0.28162533044815063,0.5306838328497964,0.5306838154792786,0.01
60,0.2804700434207916,0.5295942252524961,0.5295942425727844,0.01
61,0.2793208956718445,0.528508179380267,0.528508186340332,0.01
62,0.2781779170036316,0.527425745488056,0.5274257659912109,0.01
63,0.27704107761383057,0.5263469175494719,0.5263469219207764,0.01
64,0.27591028809547424,0.5252716326772979,0.5252716541290283,0.01
65,0.2747856080532074,0.5241999695280489,0.5241999626159668,0.01
66,0.27366703748703003,0.5231319503595915,0.5231319665908813,0.01
67,0.2725543975830078,0.5220674262803683,0.5220674276351929,0.01
68,0.2714478373527527,0.5210065617175591,0.5210065841674805,0.01
69,0.2703472375869751,0.5199492644354592,0.5199492573738098,0.01
70,0.26925262808799744,0.5188955849571255,0.5188955664634705,0.01
71,0.2681639492511749,0.5178454878157913,0.5178455114364624,0.01
72,0.2670811414718628,0.5167989371814369,0.5167989134788513,0.01
73,0.2660042941570282,0.5157560413189827,0.5157560706138611,0.01
74,0.264933317899704,0.5147167355931843,0.5147167444229126,0.01
75,0.26386815309524536,0.5136809837781084,0.5136809945106506,0.01
76,0.26280882954597473,0.5126488364816356,0.5126488208770752,0.01
77,0.2617553472518921,0.511620315519128,0.5116203427314758,0.01
78,0.2607076168060303,0.5105953552530911,0.5105953812599182,0.01
79,0.2596656382083893,0.5095739771695463,0.5095739960670471,0.01
80,0.2586294412612915,0.5085562321526416,0.5085562467575073,0.01
81,0.2575989067554474,0.5075420246200776,0.5075420141220093,0.01
82,0.2565741240978241,0.5065314640748628,0.5065314769744873,0.01
83,0.2555549740791321,0.5055244544818105,0.5055244565010071,0.01
84,0.2545414865016937,0.5045210466389819,0.5045210719108582,0.01
85,0.25353360176086426,0.5035212028910642,0.503521203994751,0.01
86,0.25253134965896606,0.502524974164435,0.5025249719619751,0.01
87,0.25153470039367676,0.5015323522901357,0.5015323758125305,0.01
88,0.2505435645580292,0.5005432694163704,0.5005432963371277,0.01
89,0.2495579868555069,0.4995577913069787,0.4995577931404114,0.01
90,0.24857789278030396,0.4985758646187197,0.4985758662223816,0.01
91,0.24760334193706512,0.4975975702684501,0.4975975751876831,0.01
92,0.24663421511650085,0.49662280970219325,0.49662280082702637,0.01
93,0.24567058682441711,0.4956516789282743,0.4956516921520233,0.01
94,0.24471230804920197,0.49468404871109595,0.49468404054641724,0.01
95,0.24375949800014496,0.49372006035824084,0.49372005462646484,0.01
96,0.24281202256679535,0.4927595991625078,0.4927595853805542,0.01
97,0.24186992645263672,0.4918027312374716,0.49180272221565247,0.01
98,0.24093316495418549,0.4908494320605714,0.49084943532943726,0.01
99,0.24000169336795807,0.48989967684002206,0.4898996651172638,0.01
100,0.23907554149627686,0.488953516703047,0.48895353078842163,0.01
101,0.23815461993217468,0.4880108809567413,0.48801088333129883,0.01
102,0.23723895847797394,0.4870718206568452,0.48707181215286255,0.01
103,0.23632854223251343,0.48613634119711047,0.4861363470554352,0.01
104,0.23542329668998718,0.4852043865114857,0.48520439863204956,0.01
105,0.2345232367515564,0.4842759923344914,0.4842759966850281,0.01
106,0.23362833261489868,0.4833511483537602,0.4833511412143707,0.01
107,0.23273856937885284,0.48242985954318046,0.4824298620223999,0.01
108,0.2318538874387741,0.48151208441613813,0.48151206970214844,0.01
109,0.23097428679466248,0.48059784310238274,0.4805978536605835,0.01
110,0.23009979724884033,0.4796871868716532,0.4796871840953827,0.01
111,0.22923031449317932,0.4787800272496539,0.47878003120422363,0.01
112,0.22836582362651825,0.4778763685583524,0.47787636518478394,0.01
113,0.2275063395500183,0.4769762463163321,0.4769762456417084,0.01
114,0.2266518771648407,0.4760796962325118,0.47607970237731934,0.01
115,0.22580234706401825,0.4751866444503867,0.47518664598464966,0.01
116,0.22495773434638977,0.4742970950220861,0.47429710626602173,0.01
117,0.22411800920963287,0.47341103621444325,0.47341102361679077,0.01
118,0.22328317165374756,0.4725284876637043,0.47252848744392395,0.01
119,0.22245317697525024,0.47164942168442253,0.4716494083404541,0.01
120,0.2216280698776245,0.4707739052641135,0.4707739055156708,0.01
121,0.220807746052742,0.4699018472540218,0.4699018597602844,0.01
122,0.21999220550060272,0.4690332669444703,0.46903327107429504,0.01
123,0.21918144822120667,0.46816818369172275,0.468168169260025,0.01
124,0.21837542951107025,0.4673065690861517,0.46730655431747437,0.01
125,0.2175741344690323,0.4664484263764133,0.46644842624664307,0.01
126,0.21677753329277039,0.4655937427551732,0.46559375524520874,0.01
127,0.21598559617996216,0.4647425052434543,0.464742511510849,0.01
128,0.2151983380317688,0.46389474887281146,0.4638947546482086,0.01
129,0.21441569924354553,0.4630504284022913,0.4630504250526428,0.01
130,0.21363767981529236,0.4622095626610211,0.462209552526474,0.01
131,0.2128642499446869,0.4613721382405822,0.46137213706970215,0.01
132,0.21209537982940674,0.46053814155768547,0.4605381488800049,0.01
133,0.2113310694694519,0.45970759126802757,0.4597075879573822,0.01
134,0.21057121455669403,0.45888039242998174,0.45888039469718933,0.01
135,0.20981591939926147,0.45805667706001346,0.4580566883087158,0.01
